,answer_32214,answer_32215,answer_32216,answer_32217,answer_32218,answer_32219,answer_32220,answer_32221,answer_32222,answer_32223,answer_32224,answer_32225,answer_32226,answer_32227,answer_32228,answer_32229,answer_32230,answer_32231,answer_32232,answer_32233,answer_32234,answer_32235,answer_32236,answer_32237,answer_32238,answer_32239,answer_32240,answer_32241,answer_32242,answer_32243,answer_32244,answer_32245,answer_32246,answer_32247,answer_32248,answer_32249,answer_32250,answer_32251,answer_32252,answer_32253,answer_32254,answer_32255,answer_32256,answer_32257,answer_32258,answer_32259,answer_32260,answer_32261,answer_32262,answer_32263,answer_32264,answer_32265,answer_32266,answer_32267,answer_32268,answer_32269,answer_32270,answer_32271,answer_32272,answer_32273,answer_32274,answer_32275,answer_32276,answer_32277,answer_32278,answer_32279,answer_32280,answer_32281,answer_32282,answer_32283,answer_32284,answer_32285,answer_32286,answer_32287,answer_32288
3448,0.0,0.0,1.0,0.0,0.75,1.0,1.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.75,1.0,0.0,0.75,1.0,0.75,0.0,1.0,0.75,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,1.0,1.0,0.0,1.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.75,0.0,0.75,1.0,1.0,0.0,0.0,1.0,1.0,0.75,0.0,0.0,0.67,0.17,0.83,0.0,0.83,0.33,1.0,1.0,1.0,0.0,0.75,0.5,0.5,0.5,0.5
3469,1.0,0.25,0.75,1.0,0.75,1.0,0.25,1.0,1.0,0.25,1.0,0.75,0.25,0.75,0.75,1.0,0.75,1.0,1.0,0.75,0.75,1.0,0.25,1.0,0.75,0.25,0.25,0.75,1.0,0.75,0.25,0.75,0.25,1.0,0.75,0.25,0.25,1.0,0.0,1.0,1.0,1.0,0.75,0.75,1.0,1.0,0.75,0.75,1.0,1.0,1.0,1.0,1.0,0.25,0.0,1.0,0.75,1.0,0.0,0.0,0.17,0.83,0.17,0.0,1.0,0.17,0.67,0.25,1.0,0.25,0.75,0.25,0.25,0.75,0.75
3474,0.0,0.75,0.75,0.0,1.0,1.0,1.0,0.75,0.0,0.25,0.25,0.75,0.0,1.0,0.75,1.0,0.0,0.75,0.75,0.0,0.25,1.0,0.25,0.75,1.0,0.75,1.0,0.75,0.75,0.75,1.0,0.0,1.0,0.25,0.75,0.0,1.0,0.75,0.25,1.0,1.0,1.0,0.75,1.0,1.0,0.75,1.0,0.0,1.0,0.75,0.0,0.75,0.75,0.75,0.0,1.0,0.75,1.0,0.0,0.75,0.33,0.33,0.67,0.0,0.67,0.17,0.83,0.75,0.75,0.25,0.75,0.25,0.5,0.25,1.0
3493,0.75,0.75,0.25,1.0,0.75,0.75,0.0,0.25,0.75,0.25,1.0,0.75,0.25,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.25,1.0,0.25,1.0,0.75,0.75,0.0,0.75,1.0,1.0,0.75,0.25,0.75,0.75,1.0,0.0,0.75,0.75,0.0,1.0,0.75,1.0,0.25,0.75,1.0,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,0.75,0.0,1.0,1.0,1.0,0.0,0.0,0.83,0.83,0.5,0.0,0.83,0.17,0.83,0.5,0.75,0.25,0.5,0.25,0.5,0.75,0.75
3494,0.0,1.0,0.75,0.0,1.0,1.0,0.0,0.75,0.0,0.25,0.25,0.75,0.25,1.0,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,0.0,0.25,1.0,1.0,1.0,1.0,0.0,0.25,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,0.0,1.0,0.0,0.0,0.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.17,0.17,1.0,0.0,0.83,0.0,1.0,0.75,0.75,0.5,0.75,0.0,0.5,0.25,1.0
3500,0.75,0.75,0.0,0.75,1.0,0.75,0.0,0.25,0.75,0.0,0.75,0.75,0.25,1.0,0.75,1.0,0.0,0.75,0.75,0.75,0.75,1.0,0.25,1.0,0.25,0.25,0.0,0.75,1.0,1.0,0.75,0.25,0.25,0.75,0.75,0.25,0.75,0.75,0.0,0.75,1.0,1.0,0.75,1.0,1.0,0.75,0.75,0.0,0.75,1.0,0.25,1.0,0.75,0.75,0.0,1.0,1.0,0.75,0.0,0.0,0.33,0.83,0.67,0.17,0.83,0.33,0.67,0.5,0.75,0.25,0.75,0.25,0.5,0.5,0.5
3503,0.0,1.0,0.75,0.0,0.0,1.0,1.0,0.0,0.0,0.25,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.25,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.33,1.0,1.0,0.67,0.17,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0
3529,0.75,0.75,0.0,1.0,1.0,0.25,1.0,0.25,0.25,0.0,0.75,0.75,0.25,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.75,0.0,0.75,0.75,1.0,0.75,0.0,1.0,0.75,0.75,0.0,0.75,0.75,0.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.75,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.67,0.0,0.83,0.17,0.83,0.5,0.75,0.0,0.5,0.0,0.5,0.25,0.75
3532,0.75,0.25,1.0,1.0,1.0,0.25,0.0,0.0,0.25,0.0,0.25,0.25,0.75,0.75,0.0,0.75,0.0,0.0,0.25,0.25,0.75,1.0,0.25,0.0,0.25,0.25,0.25,1.0,0.25,1.0,0.75,0.75,1.0,0.75,0.75,0.25,1.0,0.0,0.75,0.75,0.0,0.75,1.0,1.0,1.0,1.0,0.75,0.0,0.75,0.0,0.75,1.0,0.75,0.75,0.0,0.25,0.75,0.75,0.0,0.0,0.67,0.67,0.5,0.0,0.83,0.5,0.83,0.5,0.5,0.25,0.5,0.5,0.5,0.75,0.5
3565,0.0,1.0,1.0,0.0,1.0,1.0,0.75,0.75,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.25,1.0,0.0,1.0,0.0,0.25,0.0,1.0,0.75,0.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.0,1.0,0.0,0.0,0.25,0.25,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.67,0.0,1.0,1.0,1.0,0.5,0.75,0.0,0.0,0.0,1.0
3572,0.0,1.0,0.75,0.0,1.0,1.0,0.75,0.75,0.0,0.0,0.75,1.0,0.0,1.0,1.0,0.75,0.0,1.0,0.75,0.25,0.75,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.75,1.0,0.0,0.75,0.0,0.75,0.0,1.0,0.75,0.25,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.25,1.0,0.0,0.0,0.0,0.25,0.75,0.0,1.0,0.0,1.0,0.0,0.25,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.25,1.0,0.25,0.5,0.25,1.0
3581,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.75,0.0,0.25,0.75,0.75,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.75,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.75,0.0,0.75,1.0,0.0,0.25,0.0,0.0,1.0,0.0,0.17,1.0,0.67,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.75,0.0
3585,1.0,0.0,1.0,1.0,0.25,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.75,1.0,0.75,1.0,0.75,1.0,1.0,1.0,0.25,1.0,0.75,1.0,0.75,0.25,0.0,0.25,0.75,1.0,0.75,0.25,0.25,1.0,1.0,0.0,0.75,1.0,0.0,0.75,0.75,1.0,0.75,0.75,1.0,1.0,0.25,0.25,0.75,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.25,0.0,0.0,1.0,1.0,0.17,0.0,1.0,0.33,0.5,0.5,0.75,0.0,0.5,0.5,0.75,1.0,0.5
3592,0.75,0.75,0.25,0.25,1.0,0.75,0.25,0.0,0.75,0.25,0.75,0.25,0.25,0.75,1.0,1.0,0.0,1.0,0.75,0.25,1.0,1.0,0.25,1.0,0.25,0.75,0.25,0.75,0.75,1.0,0.75,0.0,1.0,0.75,0.0,0.0,0.75,0.75,0.0,0.75,0.75,1.0,0.75,0.75,1.0,1.0,0.75,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.17,0.67,0.5,0.0,0.67,0.17,0.67,0.5,0.75,0.25,0.5,0.25,0.5,0.25,0.75
3593,0.25,1.0,0.25,0.0,1.0,1.0,0.25,0.75,0.25,0.25,0.75,0.75,0.75,1.0,0.75,0.75,0.0,1.0,1.0,0.75,1.0,1.0,0.25,1.0,0.75,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.75,0.0,1.0,0.25,0.25,0.75,0.75,1.0,0.75,1.0,1.0,0.75,0.75,0.0,1.0,0.25,0.0,0.25,0.0,1.0,0.0,1.0,0.75,1.0,0.0,0.25,0.83,0.33,0.67,0.33,0.5,0.0,0.5,0.5,1.0,0.5,0.75,0.25,0.5,0.0,0.5
3596,0.25,0.25,1.0,0.25,1.0,1.0,0.75,1.0,0.75,0.25,1.0,0.75,0.0,0.75,0.25,0.75,0.25,0.25,0.75,1.0,0.75,1.0,0.75,0.25,0.75,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.75,0.0,0.75,0.25,0.25,0.75,0.75,0.75,1.0,1.0,0.0,0.75,0.75,0.25,1.0,1.0,0.0,0.75,0.75,0.75,0.0,1.0,0.75,1.0,0.25,0.25,0.83,0.83,0.83,0.17,0.83,0.83,0.83,0.5,0.75,0.5,0.5,0.5,0.75,0.5,0.75
3604,0.75,0.25,0.75,0.25,0.25,0.25,0.75,0.25,0.0,0.0,0.75,0.75,0.75,0.75,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.25,0.25,0.25,1.0,0.25,0.25,0.25,0.25,0.75,0.25,0.75,0.0,0.25,0.75,0.25,1.0,0.75,0.75,1.0,0.75,0.75,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.75,0.0,0.75,0.25,0.75,0.25,0.0,0.83,0.67,0.67,0.67,0.83,0.33,0.67,0.5,0.75,0.5,0.75,0.25,0.75,0.75,0.5
3608,1.0,0.75,0.25,0.25,1.0,1.0,1.0,1.0,0.25,0.0,1.0,0.75,0.25,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.75,1.0,1.0,0.25,0.0,1.0,0.0,1.0,0.0,0.75,0.0,0.75,1.0,0.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.25,1.0,1.0,0.25,0.0,1.0,0.25,1.0,0.0,0.0,0.67,0.67,0.83,0.0,0.83,0.5,1.0,0.75,1.0,0.5,0.75,0.0,0.5,0.5,1.0
3645,0.75,0.25,0.25,1.0,0.75,0.25,0.0,0.0,0.75,0.0,0.75,0.75,0.75,1.0,0.75,1.0,0.25,0.75,1.0,1.0,1.0,1.0,0.0,1.0,0.75,1.0,0.0,0.75,1.0,1.0,0.25,0.25,0.25,0.75,0.75,0.0,0.75,0.75,0.0,0.75,0.75,1.0,0.75,1.0,1.0,1.0,0.75,0.0,0.75,0.75,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.33,0.83,0.5,0.0,0.83,0.17,1.0,0.5,0.75,0.25,0.5,0.25,0.5,0.25,0.75
3647,0.75,0.0,1.0,1.0,0.25,0.25,0.75,1.0,0.75,0.0,0.75,1.0,0.75,1.0,1.0,1.0,0.0,0.75,1.0,1.0,1.0,1.0,0.25,1.0,0.25,0.0,0.25,0.25,0.75,0.75,1.0,0.0,1.0,0.0,0.0,0.25,0.75,1.0,0.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.75,0.75,1.0,1.0,0.0,0.75,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.33,1.0,0.17,0.0,1.0,0.17,1.0,0.5,1.0,0.0,1.0,0.0,0.5,0.25,1.0
3649,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.25,0.25,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.25,1.0,0.0,0.0,0.25,0.0,0.75,1.0,0.25,0.0,1.0,0.0,1.0,0.75,1.0,1.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.75,0.25,0.75,1.0,0.0,1.0,0.75,0.0,0.0,1.0,1.0,0.0,0.0,0.25,1.0,1.0,1.0,0.67,0.67,0.33,0.33,0.83,0.0,0.5,0.75,0.75,0.25,0.5,0.75,0.5,0.25
3656,0.75,0.75,1.0,0.75,0.25,0.75,0.25,0.25,0.75,0.25,0.25,0.25,0.75,0.75,0.0,0.0,0.25,0.0,0.25,0.25,0.25,0.75,0.0,0.75,0.25,0.75,1.0,1.0,0.25,0.25,0.25,0.0,1.0,0.0,0.75,0.25,1.0,1.0,0.75,0.75,0.75,1.0,0.75,1.0,0.75,0.25,1.0,0.0,0.0,0.25,0.75,1.0,1.0,1.0,0.25,0.75,0.75,1.0,0.25,0.0,0.83,0.33,0.67,0.17,0.33,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.75,0.5,0.5
3665,1.0,0.75,0.0,1.0,0.75,0.25,0.0,0.25,0.75,0.0,0.75,0.25,0.0,0.75,0.75,1.0,0.0,0.25,0.75,0.75,0.75,1.0,0.25,1.0,0.75,0.75,0.0,0.75,0.75,0.75,0.25,0.25,0.75,0.75,0.75,0.0,0.75,0.75,0.0,0.75,0.75,1.0,0.75,0.75,1.0,1.0,0.75,0.0,0.75,1.0,0.0,1.0,0.75,0.25,0.0,1.0,1.0,1.0,0.0,0.0,0.83,0.83,0.67,0.0,0.83,0.33,0.83,0.5,0.5,0.25,0.5,0.5,0.5,0.5,0.5
3666,0.0,0.75,1.0,1.0,1.0,0.25,0.75,0.0,0.25,0.0,0.75,0.25,0.75,0.75,0.0,0.25,0.75,1.0,0.75,1.0,0.0,1.0,0.25,1.0,0.0,0.75,0.0,0.25,0.25,1.0,1.0,1.0,0.25,0.25,1.0,1.0,1.0,0.25,0.75,0.25,0.0,0.0,0.75,1.0,1.0,0.75,0.75,0.0,1.0,0.0,0.75,1.0,1.0,0.0,0.0,0.75,0.25,0.75,0.0,0.0,0.83,0.83,0.67,0.0,0.83,0.67,0.83,0.75,0.5,0.5,0.5,0.5,0.5,0.75,0.5
3682,0.0,1.0,1.0,0.25,0.75,1.0,0.25,0.25,0.0,0.25,0.25,0.75,0.75,1.0,0.75,0.25,1.0,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.0,1.0,0.75,1.0,0.25,0.25,0.75,0.75,0.25,0.75,0.75,0.0,1.0,0.0,1.0,0.75,0.75,0.75,1.0,1.0,0.25,0.25,0.75,0.75,0.0,0.25,0.75,0.25,0.75,1.0,0.25,0.25,0.25,0.75,0.25,0.0,0.83,0.5,0.17,0.83,0.17,0.83,1.0,0.5,0.5,0.5,0.75,0.25,0.5,0.75,0.75
3694,0.75,0.25,0.25,0.75,0.75,0.25,0.0,0.0,0.75,0.0,0.75,0.75,0.0,0.75,0.75,1.0,0.25,0.75,0.25,1.0,0.25,1.0,0.0,0.75,0.0,0.25,0.0,0.75,0.75,1.0,0.75,0.75,0.25,0.75,1.0,0.75,0.75,0.25,0.25,0.75,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.83,1.0,0.17,0.5,0.83,0.33,0.83,0.5,0.75,0.25,0.5,0.5,0.5,0.5,0.5
3701,0.75,0.75,1.0,1.0,0.25,0.25,0.75,0.75,0.25,0.0,0.25,0.75,0.75,0.75,0.0,0.25,0.0,0.75,0.75,0.25,0.25,0.75,0.25,0.0,0.25,0.25,0.0,1.0,0.25,0.75,1.0,1.0,0.25,0.75,0.75,0.0,1.0,0.25,0.75,0.25,0.0,0.25,0.75,1.0,1.0,0.75,0.75,0.0,0.75,0.0,0.75,1.0,1.0,0.75,0.0,0.75,0.25,0.75,0.0,0.0,0.83,0.5,0.5,0.17,0.67,0.5,0.67,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.5
3706,0.75,0.75,0.75,1.0,0.75,0.25,0.25,0.25,0.75,0.0,1.0,0.75,0.25,0.75,1.0,1.0,0.0,1.0,1.0,0.75,0.75,1.0,0.0,1.0,0.75,1.0,0.0,1.0,0.75,0.75,1.0,0.25,0.75,0.75,0.75,0.0,1.0,1.0,0.25,0.75,0.75,1.0,0.75,0.75,1.0,1.0,1.0,0.0,0.75,1.0,0.25,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.83,0.67,0.33,0.83,0.33,0.67,0.5,0.75,0.25,0.5,0.25,0.5,0.5,0.75
3709,1.0,0.75,1.0,0.75,1.0,1.0,0.75,1.0,0.25,0.75,1.0,0.75,0.75,0.75,0.75,1.0,0.0,1.0,1.0,0.75,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,0.25,0.25,1.0,0.0,1.0,0.25,0.25,0.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.25,1.0,0.75,0.0,0.75,0.75,0.75,0.0,1.0,0.0,1.0,0.0,0.0,0.67,0.33,0.83,0.67,0.67,0.33,1.0,0.75,0.75,0.75,0.75,0.0,0.75,0.0,1.0
3719,1.0,0.75,0.25,1.0,0.75,0.25,0.0,0.25,0.75,0.0,0.75,0.75,0.25,0.75,1.0,0.75,0.0,1.0,1.0,1.0,0.75,1.0,0.0,1.0,0.25,0.75,0.0,0.75,0.75,0.75,0.75,0.0,1.0,0.75,0.75,0.0,0.75,0.75,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.75,0.0,1.0,1.0,0.25,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.83,0.83,0.83,0.0,0.67,0.17,0.83,0.5,0.75,0.25,0.5,0.25,0.5,0.5,0.75
3720,0.75,0.25,1.0,0.75,0.75,0.25,0.0,0.25,0.25,0.0,0.0,0.25,1.0,0.75,0.0,0.75,0.25,0.25,0.75,0.75,0.25,0.75,0.25,0.75,0.25,0.25,0.25,1.0,0.75,0.75,0.75,0.25,0.75,0.75,0.75,0.25,1.0,0.0,0.75,0.75,0.75,0.25,1.0,1.0,1.0,1.0,1.0,0.25,0.0,0.75,1.0,1.0,0.75,0.25,0.25,0.25,0.75,0.75,0.25,0.0,1.0,0.83,0.67,0.33,0.83,0.5,0.83,0.5,0.5,0.25,0.5,0.25,0.5,0.75,0.5
3749,0.75,0.75,1.0,1.0,1.0,0.75,0.75,0.75,0.75,0.25,0.75,0.75,1.0,0.75,0.75,1.0,0.25,0.75,0.25,0.75,0.25,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.75,1.0,0.25,0.75,0.0,0.75,0.75,0.25,1.0,0.75,1.0,1.0,1.0,0.75,1.0,1.0,0.75,1.0,0.75,1.0,0.75,1.0,0.75,0.0,1.0,1.0,1.0,0.0,0.0,0.83,0.67,0.67,0.0,0.83,0.33,0.67,0.5,0.75,0.25,0.5,0.25,0.5,0.75,0.5
3755,0.75,0.25,0.75,0.75,0.0,0.25,0.0,0.0,1.0,1.0,0.25,0.0,0.75,0.0,0.25,0.0,1.0,0.0,0.75,0.75,0.0,1.0,0.75,0.75,0.75,0.75,0.0,0.25,0.0,1.0,0.0,0.75,0.0,0.75,0.25,1.0,1.0,0.25,1.0,0.0,0.0,0.0,0.75,1.0,1.0,0.25,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.75,0.75,0.75,0.0,0.0,0.75,0.75,0.0,0.83,0.17,0.33,0.83,0.33,0.17,0.25,0.75,0.75,0.25,0.5,0.5,0.75,0.5
3758,0.25,1.0,1.0,0.0,1.0,1.0,0.0,0.75,0.0,0.25,0.25,1.0,0.25,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.75,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.75,0.75,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.25,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.83,0.0,1.0,0.75,1.0,0.75,1.0,0.0,0.5,0.0,1.0
3760,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0.5,0.5,0.75,1.0,0.75,0.5,0.5,1.0
3786,0.25,1.0,0.75,0.0,1.0,1.0,0.75,1.0,0.0,0.0,1.0,0.75,0.0,1.0,1.0,0.75,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.25,0.75,1.0,0.0,0.25,0.75,0.0,1.0,0.0,0.75,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.25,0.75,1.0,0.0,1.0,0.0,0.25,0.75,1.0,0.75,0.0,1.0,0.0,1.0,0.0,0.0,0.17,0.0,1.0,0.0,0.33,0.33,1.0,0.75,0.75,0.5,1.0,0.0,0.25,0.25,0.75
3798,0.75,0.25,1.0,0.25,0.75,1.0,0.75,0.75,0.75,0.0,0.75,0.75,0.75,0.75,1.0,0.25,0.25,0.0,1.0,1.0,0.25,1.0,0.25,1.0,0.0,0.75,0.0,1.0,0.75,1.0,0.75,0.0,0.25,0.0,0.25,0.0,0.75,0.75,0.75,0.75,0.25,0.75,0.75,1.0,0.75,1.0,1.0,0.0,0.25,0.0,1.0,1.0,1.0,0.75,0.75,1.0,0.25,0.75,0.0,0.0,0.67,0.67,0.67,0.33,0.5,0.33,0.83,0.5,0.5,0.25,0.5,0.25,0.75,0.75,0.5
3829,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.75,0.0,0.25,0.75,1.0,0.25,1.0,1.0,1.0,0.0,1.0,1.0,0.75,1.0,1.0,0.0,0.75,1.0,1.0,1.0,1.0,0.25,0.0,1.0,0.0,1.0,0.0,0.25,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.67,0.0,1.0,1.0,0.75,0.75,0.75,0.0,0.25,0.0,1.0
3846,1.0,0.25,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.0,0.75,0.25,0.0,1.0,0.75,1.0,0.75,0.25,0.25,1.0,0.0,0.75,0.0,1.0,1.0,0.75,1.0,1.0,1.0,0.75,0.25,0.0,1.0,0.0,0.75,0.0,0.0,1.0,0.25,1.0,1.0,1.0,0.0,1.0,0.75,0.75,1.0,0.0,1.0,0.75,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.17,0.67,0.83,0.0,0.83,0.17,1.0,0.5,0.75,0.75,0.75,0.0,0.5,0.25,0.75
3863,0.75,0.75,1.0,1.0,1.0,0.25,0.0,0.0,0.25,0.0,0.75,0.75,0.25,1.0,0.0,0.25,0.25,0.75,0.75,0.25,0.75,0.75,0.75,0.0,0.25,0.25,0.0,0.75,0.25,1.0,0.75,0.75,0.75,0.75,0.75,0.25,1.0,0.25,0.75,0.25,0.25,0.75,0.75,1.0,1.0,1.0,0.75,0.0,0.25,0.0,0.75,1.0,1.0,0.25,0.25,0.75,0.75,0.25,0.0,0.0,0.83,0.67,0.67,0.17,0.83,0.17,0.83,0.5,0.5,0.5,0.5,0.5,0.75,0.5,0.75
3885,0.75,0.25,1.0,0.25,0.0,0.0,0.25,0.25,0.25,0.75,0.25,0.0,0.75,0.25,0.0,0.0,1.0,0.0,0.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.25,0.75,0.75,1.0,0.25,1.0,0.25,0.75,0.75,0.25,0.75,0.25,0.25,0.25,0.25,1.0,0.25,1.0,0.75,1.0,0.0,0.75,1.0,0.75,0.75,0.25,0.25,0.25,1.0,0.25,0.75,0.25,1.0,1.0,0.0,0.33,0.67,0.67,0.67,0.5,0.75,0.5,0.5,0.75,0.75,0.75,0.25
3898,0.75,0.0,0.75,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.75,0.25,0.0,0.25,1.0,0.0,0.0,0.25,0.0,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.75,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.75,0.0,0.75,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.75,0.5,1.0,0.33,0.83,0.67,0.67,0.17,0.25,0.5,0.5,0.25,0.5,0.5,1.0,0.0
3900,1.0,0.25,0.75,1.0,0.75,0.25,0.75,0.25,1.0,0.25,0.25,0.25,0.75,1.0,0.75,0.75,0.25,0.75,1.0,1.0,0.75,1.0,1.0,1.0,0.25,0.25,0.0,1.0,1.0,1.0,0.25,0.25,0.25,0.75,1.0,0.25,0.25,0.0,1.0,0.75,0.75,0.25,0.75,1.0,1.0,1.0,0.75,0.25,0.25,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.25,0.0,0.0,0.0,1.0,0.33,0.0,0.83,0.33,0.33,0.5,0.75,0.0,0.75,0.5,0.5,0.75,0.5
3932,0.0,1.0,0.25,0.0,1.0,1.0,0.75,0.75,0.25,0.0,0.75,0.75,0.0,1.0,0.75,0.75,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.25,1.0,1.0,0.75,0.75,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.25,0.0,1.0,0.25,1.0,0.0,0.0,0.33,0.17,1.0,0.17,1.0,0.0,1.0,0.75,0.75,0.5,0.75,0.25,0.5,0.25,0.75
